territory,hiv_therapy_regdispensaries,hiv_regdispensaries_numdetect,hiv_firstdiagnosis_100k,hiv_motherchild_chemoprophylaxis,hiv_regnum_firstdiagnosis,hiv_totalnumrussian_tested,hiv_russian_ibtestedpositive,hiv_russian_ifatestedpositive,hiv_totalnumforeign_tested,hiv_foreign_ibtestedpositive,hiv_foreign_ifatestedpositive,num_alldoctors_inmedorgservices,num_infectiousdoctors_inmedorgservices,per_infectious_inalldoctors,year
Российская Федерация,28.6,65.8,52.9,85.7,75708.0,26037319.0,92884.0,245434.0,1248832.0,2122.0,3992.0,703220.0,7545.0,1.1,2012
Российская Федерация,32.9,64.8,57.0,85.2,81698.0,26821308.0,100640.0,266807.0,1498666.0,2486.0,4499.0,702577.0,7461.0,1.1,2013
Российская Федерация,36.4,66.0,63.3,84.2,92613.0,27982810.0,111390.0,325242.0,1895871.0,4417.0,8497.0,709397.0,6796.0,1.0,2014
Российская Федерация,39.8,66.1,68.5,87.8,100220.0,28336911.0,121200.0,353549.0,2413636.0,4672.0,9760.0,673040.0,6622.0,1.0,2015
Российская Федерация,72.4,42.5,59.3,88.0,86855.0,,,,,,,680916.0,6678.0,1.0,2016
Российская Федерация,50.6,91.2,58.4,89.1,85802.0,,,,,,,697088.0,6916.0,1.0,2017
Российская Федерация,62.9,71.3,58.6,91.0,85995.0,,,,,,,703748.0,6884.0,1.0,2018
Российская Федерация,71.9,79.8,54.6,92.7,80124.0,40580588.0,119372.0,396741.0,2550422.0,2407.0,5867.0,714630.0,6976.0,1.0,2019
Алтайский край,18.3,77.8,74.5,84.8,1793.0,392107.0,1815.0,4785.0,7506.0,9.0,34.0,11028.0,112.0,1.0,2012
Алтайский край,23.3,72.2,83.6,84.0,2005.0,406737.0,2027.0,5600.0,9140.0,11.0,156.0,10919.0,116.0,1.1,2013
Алтайский край,26.2,73.1,113.3,0.0,2702.0,406183.0,2734.0,6991.0,8737.0,14.0,136.0,10705.0,109.0,1.0,2014
Алтайский край,26.4,71.5,129.0,87.8,3077.0,390988.0,3145.0,6465.0,13902.0,32.0,94.0,10201.0,104.0,1.0,2015
Алтайский край,74.2,24.3,86.5,88.8,2056.0,,,,,,,10198.0,103.0,1.0,2016
Алтайский край,32.0,95.3,73.3,91.9,1733.0,,,,,,,10173.0,103.0,1.0,2017
Алтайский край,63.3,65.6,85.1,92.9,1992.0,,,,,,,9957.0,97.0,1.0,2018
Алтайский край,68.9,92.3,74.5,95.4,1739.0,566369.0,2232.0,7717.0,11872.0,15.0,161.0,9877.0,97.0,1.0,2019
Амурская область,31.0,94.4,6.3,100.0,52.0,130985.0,75.0,351.0,4088.0,6.0,10.0,4935.0,63.0,1.3,2012
Амурская область,22.4,82.6,9.4,88.9,77.0,135521.0,90.0,434.0,4019.0,5.0,16.0,4915.0,60.0,1.2,2013
Амурская область,22.1,83.2,8.0,76.9,65.0,154661.0,104.0,634.0,4716.0,12.0,27.0,4764.0,49.0,1.0,2014
Амурская область,19.4,84.9,11.0,88.9,89.0,157448.0,144.0,669.0,6590.0,6.0,15.0,4461.0,45.0,1.0,2015
Амурская область,55.3,31.4,12.3,80.0,99.0,,,,,,,4349.0,44.0,1.0,2016
Амурская область,50.0,91.7,11.8,85.0,95.0,,,,,,,4448.0,42.0,0.9,2017
Амурская область,66.8,48.8,15.1,64.3,120.0,,,,,,,4366.0,44.0,1.0,2018
Амурская область,79.9,48.0,21.1,100.0,167.0,204289.0,257.0,810.0,36416.0,13.0,41.0,4335.0,41.0,0.9,2019
Архангельская область,50.1,48.4,9.6,90.0,116.0,228601.0,112.0,400.0,2147.0,5.0,10.0,6587.0,63.0,1.0,2012
Архангельская область,58.3,46.0,10.5,75.0,122.0,231028.0,116.0,564.0,1925.0,6.0,10.0,6495.0,67.0,1.0,2013
Архангельская область,,,,,,222614.0,115.0,541.0,4085.0,14.0,27.0,6604.0,59.0,0.9,2014
Архангельская область,,,,,,212485.0,210.0,706.0,4705.0,6.0,24.0,6249.0,61.0,1.0,2015
Архангельская область,,,,,,,,,,,,6285.0,65.0,1.0,2016
Архангельская область,61.2,93.0,27.8,87.9,312.0,,,,,,,6354.0,64.0,1.0,2017
Архангельская область,64.4,57.0,32.3,86.8,357.0,,,,,,,6403.0,64.0,1.0,2018
Архангельская область,75.4,102.8,35.9,77.1,395.0,277013.0,391.0,1438.0,3761.0,4.0,9.0,6306.0,64.0,1.0,2019
Астраханская область,40.6,81.7,11.6,72.2,118.0,155060.0,122.0,122.0,11119.0,22.0,22.0,6664.0,106.0,1.6,2012
Астраханская область,42.7,85.4,12.6,90.9,128.0,175260.0,136.0,136.0,10054.0,18.0,18.0,6689.0,110.0,1.6,2013
Астраханская область,44.8,92.5,13.7,76.2,140.0,191967.0,163.0,163.0,12976.0,35.0,35.0,6573.0,96.0,1.5,2014
Астраханская область,43.1,84.9,16.2,87.0,165.0,178997.0,228.0,228.0,18916.0,19.0,19.0,6191.0,78.0,1.3,2015
Астраханская область,68.5,58.8,23.7,82.8,241.0,,,,,,,6260.0,78.0,1.2,2016
Астраханская область,61.0,85.5,24.9,81.8,254.0,,,,,,,6295.0,79.0,1.3,2017
Астраханская область,72.2,48.2,23.0,87.5,234.0,,,,,,,6209.0,74.0,1.2,2018
Астраханская область,84.9,51.4,19.6,84.6,199.0,255768.0,249.0,249.0,15491.0,12.0,12.0,6158.0,72.0,1.2,2019
Белгородская область,44.3,62.2,11.6,86.7,178.0,331366.0,141.0,1118.0,15056.0,43.0,80.0,6276.0,65.0,1.0,2012
Белгородская область,45.1,66.0,11.1,80.0,171.0,329006.0,167.0,1022.0,20901.0,54.0,108.0,6283.0,66.0,1.1,2013
Белгородская область,46.5,56.9,11.8,92.5,182.0,332664.0,194.0,1283.0,36885.0,122.0,237.0,6307.0,69.0,1.1,2014
Белгородская область,52.8,59.3,14.0,93.6,216.0,316135.0,247.0,1174.0,31861.0,76.0,121.0,6400.0,73.0,1.1,2015
Белгородская область,62.1,52.7,26.1,95.9,404.0,,,,,,,6457.0,72.0,1.1,2016
Белгородская область,59.8,84.1,27.2,83.6,423.0,,,,,,,6365.0,74.0,1.2,2017
Белгородская область,69.0,76.2,22.9,90.3,354.0,,,,,,,6263.0,71.0,1.1,2018
Белгородская область,83.5,73.0,19.5,92.1,301.0,452156.0,331.0,785.0,13733.0,36.0,52.0,6269.0,74.0,1.2,2019
Брянская область,35.4,66.9,16.9,102.9,214.0,286899.0,208.0,1193.0,4590.0,6.0,11.0,4600.0,42.0,0.9,2012
Брянская область,41.3,61.2,18.3,90.9,230.0,282904.0,218.0,1224.0,5027.0,12.0,21.0,4561.0,40.0,0.9,2013
Брянская область,46.5,60.2,22.9,90.5,282.0,301700.0,229.0,1223.0,12254.0,53.0,105.0,4569.0,35.0,0.8,2014
Брянская область,49.0,60.2,27.3,94.0,337.0,285895.0,297.0,1566.0,13423.0,40.0,77.0,4653.0,37.0,0.8,2015
Брянская область,64.1,54.2,20.3,94.1,249.0,,,,,,,4778.0,33.0,0.7,2016
Брянская область,60.5,93.3,26.5,95.0,323.0,,,,,,,4931.0,36.0,0.7,2017
Брянская область,68.8,89.1,32.5,91.4,392.0,,,,,,,4861.0,39.0,0.8,2018
Брянская область,76.8,89.5,24.2,97.6,291.0,326629.0,326.0,881.0,6229.0,16.0,28.0,4792.0,41.0,0.9,2019
Владимирская область,46.6,48.0,28.4,87.3,407.0,135203.0,431.0,1353.0,13294.0,13.0,30.0,4792.0,38.0,0.8,2012
Владимирская область,50.9,57.7,24.8,85.5,353.0,140462.0,454.0,1537.0,12096.0,12.0,27.0,4790.0,37.0,0.8,2013
Владимирская область,50.7,44.1,27.0,81.8,380.0,144984.0,457.0,1639.0,13094.0,28.0,53.0,4752.0,38.0,0.8,2014
Владимирская область,48.8,51.2,40.7,87.9,572.0,159340.0,668.0,2362.0,21624.0,49.0,133.0,4727.0,42.0,0.9,2015
Владимирская область,53.5,51.3,43.4,89.9,606.0,,,,,,,4706.0,42.0,0.9,2016
Владимирская область,53.4,92.9,47.6,84.9,661.0,,,,,,,4736.0,45.0,1.0,2017
Владимирская область,62.4,54.0,43.3,90.4,594.0,,,,,,,4769.0,47.0,1.0,2018
Владимирская область,72.6,55.1,47.7,90.6,652.0,345689.0,764.0,2943.0,20268.0,11.0,74.0,4774.0,42.0,0.9,2019
Волгоградская область,49.5,72.9,35.4,91.3,919.0,534855.0,888.0,969.0,9753.0,31.0,33.0,12202.0,135.0,1.1,2012
Волгоградская область,50.9,75.2,42.3,90.4,1092.0,506992.0,1059.0,1168.0,13444.0,33.0,33.0,12372.0,137.0,1.1,2013
Волгоградская область,51.8,74.6,44.0,90.9,1124.0,530309.0,1048.0,1177.0,24947.0,76.0,76.0,12333.0,110.0,0.9,2014
Волгоградская область,51.9,74.4,47.9,92.2,1224.0,532128.0,1154.0,1290.0,37100.0,70.0,70.0,11183.0,105.0,0.9,2015
Волгоградская область,74.3,61.7,47.3,92.7,1205.0,,,,,,,11247.0,100.0,0.9,2016
Волгоградская область,67.9,92.4,47.6,92.2,1207.0,,,,,,,11248.0,106.0,0.9,2017
Волгоградская область,72.3,73.7,49.3,93.0,1239.0,,,,,,,11304.0,108.0,1.0,2018
Волгоградская область,79.0,70.2,44.1,93.6,1107.0,709154.0,1080.0,1279.0,31513.0,27.0,27.0,11292.0,103.0,0.9,2019
Вологодская область,44.4,60.0,16.8,92.0,201.0,216077.0,235.0,644.0,5987.0,6.0,11.0,4226.0,48.0,1.1,2012
Вологодская область,41.5,58.5,18.3,85.5,219.0,224453.0,245.0,541.0,6026.0,5.0,8.0,4137.0,46.0,1.1,2013
Вологодская область,47.3,64.2,20.0,95.2,238.0,226395.0,240.0,567.0,8425.0,24.0,29.0,4187.0,46.0,1.1,2014
Вологодская область,48.5,62.8,22.5,88.4,268.0,243655.0,271.0,794.0,10725.0,20.0,22.0,4181.0,43.0,1.0,2015
Вологодская область,63.9,52.5,26.1,81.3,310.0,,,,,,,4121.0,42.0,1.0,2016
Вологодская область,55.5,93.2,33.6,91.8,398.0,,,,,,,4187.0,42.0,1.0,2017
Вологодская область,58.4,87.5,39.2,93.0,459.0,,,,,,,4127.0,43.0,1.0,2018
Вологодская область,72.0,71.2,30.4,88.1,355.0,325535.0,463.0,1315.0,7343.0,5.0,16.0,4119.0,42.0,1.0,2019
Воронежская область,39.5,83.4,5.9,90.9,138.0,412453.0,295.0,516.0,15231.0,20.0,20.0,12663.0,133.0,1.1,2012
Воронежская область,37.2,80.5,7.5,94.4,175.0,417149.0,275.0,731.0,16925.0,23.0,24.0,12614.0,128.0,1.0,2013
Воронежская область,47.6,80.9,8.3,73.8,193.0,446005.0,279.0,853.0,27007.0,62.0,73.0,12603.0,124.0,1.0,2014
Воронежская область,40.0,78.8,26.9,73.2,628.0,418838.0,747.0,1419.0,40270.0,76.0,103.0,12060.0,122.0,1.0,2015
Воронежская область,78.5,46.3,33.2,84.5,775.0,,,,,,,11885.0,115.0,1.0,2016
Воронежская область,51.5,92.9,41.4,81.0,968.0,,,,,,,12064.0,115.0,1.0,2017
Воронежская область,62.8,71.9,35.3,89.7,823.0,,,,,,,12164.0,111.0,0.9,2018
Воронежская область,73.4,86.8,33.0,88.0,768.0,597349.0,918.0,1643.0,30572.0,23.0,23.0,12292.0,110.0,0.9,2019
г. Москва,37.0,33.2,60.6,87.3,7034.0,3751450.0,14399.0,27505.0,49366.0,310.0,468.0,82595.0,558.0,0.7,2012
г. Москва,42.3,32.6,55.1,82.7,6601.0,3863654.0,14597.0,29792.0,183716.0,460.0,664.0,83116.0,565.0,0.7,2013
г. Москва,46.3,31.3,55.1,90.8,6718.0,4392454.0,14654.0,49516.0,168784.0,530.0,1167.0,80605.0,426.0,0.5,2014
г. Москва,49.1,34.1,60.8,93.6,7422.0,4256424.0,15810.0,63939.0,355785.0,1056.0,2727.0,68640.0,351.0,0.5,2015
г. Москва,66.2,53.6,19.5,94.5,2409.0,,,,,,,68607.0,354.0,0.5,2016
г. Москва,57.5,97.2,23.4,94.9,2901.0,,,,,,,69864.0,361.0,0.5,2017
г. Москва,62.6,66.3,20.0,92.5,2514.0,,,,,,,73540.0,410.0,0.6,2018
г. Москва,66.6,66.6,19.8,93.9,2496.0,4861916.0,19714.0,80526.0,630266.0,567.0,1718.0,77581.0,410.0,0.5,2019
г. Санкт-Петербург,32.4,54.1,75.1,80.4,3719.0,629307.0,6876.0,14795.0,242535.0,463.0,599.0,40507.0,513.0,1.3,2012
г. Санкт-Петербург,38.0,58.6,72.5,85.9,3647.0,624991.0,7426.0,16384.0,317499.0,633.0,846.0,41690.0,529.0,1.3,2013
г. Санкт-Петербург,43.0,62.2,73.3,87.4,3807.0,761859.0,8144.0,21527.0,393824.0,789.0,1053.0,42297.0,361.0,0.9,2014
г. Санкт-Петербург,46.2,66.0,68.0,90.1,3528.0,796390.0,7241.0,17381.0,287705.0,470.0,616.0,38570.0,379.0,1.0,2015
г. Санкт-Петербург,68.2,48.4,54.0,91.5,2824.0,,,,,,,40922.0,388.0,0.9,2016
г. Санкт-Петербург,52.3,90.1,43.8,92.8,2311.0,,,,,,,43169.0,442.0,1.0,2017
г. Санкт-Петербург,65.6,75.2,52.9,93.7,2839.0,,,,,,,43733.0,436.0,1.0,2018
г. Санкт-Петербург,66.9,73.9,47.9,94.8,2580.0,1336446.0,6935.0,16677.0,338789.0,262.0,347.0,45822.0,460.0,1.0,2019
г. Севастополь,,,,,,,,,,,,,,,2012
г. Севастополь,,,,,,,,,,,,,,,2013
г. Севастополь,59.3,86.7,53.6,29.5,214.0,,,,,,,1641.0,27.0,1.6,2014
г. Севастополь,59.9,81.0,45.1,78.8,180.0,44350.0,180.0,674.0,5802.0,26.0,92.0,1731.0,30.0,1.7,2015
г. Севастополь,81.6,67.2,51.4,82.4,214.0,,,,,,,1724.0,21.0,1.2,2016
г. Севастополь,70.5,89.9,61.8,83.3,265.0,,,,,,,2042.0,42.0,2.1,2017
г. Севастополь,73.6,91.4,58.0,85.0,255.0,,,,,,,2097.0,33.0,1.6,2018
г. Севастополь,76.7,88.2,55.5,82.2,246.0,113719.0,335.0,1671.0,6521.0,9.0,24.0,2037.0,36.0,1.8,2019
Дальневосточный федеральный округ,31.6,76.9,23.3,82.6,1458.0,1167684.0,1513.0,6151.0,104904.0,86.0,200.0,35122.0,434.0,1.2,2012
Дальневосточный федеральный округ,32.9,76.9,25.6,79.2,1598.0,1206192.0,1674.0,6065.0,95135.0,72.0,173.0,34337.0,411.0,1.2,2013
Дальневосточный федеральный округ,35.9,78.4,29.6,85.1,1841.0,1271202.0,1889.0,7062.0,107660.0,144.0,305.0,33815.0,347.0,1.0,2014
Дальневосточный федеральный округ,37.0,77.4,36.9,83.5,2291.0,1318970.0,2368.0,8742.0,116592.0,137.0,303.0,32724.0,348.0,1.1,2015
Дальневосточный федеральный округ,75.9,44.4,36.6,85.5,2269.0,,,,,,,33263.0,373.0,1.1,2016
Дальневосточный федеральный округ,39.4,92.2,33.0,82.2,2041.0,,,,,,,33945.0,373.0,1.1,2017
Дальневосточный федеральный округ,59.6,82.9,42.4,86.3,3477.0,,,,,,,43658.0,492.0,1.1,2018
Дальневосточный федеральный округ,71.6,81.4,40.7,91.2,3329.0,2215245.0,4110.0,12569.0,158235.0,95.0,196.0,43999.0,499.0,1.1,2019
Еврейская автономная область,33.3,72.6,17.2,75.0,30.0,25034.0,29.0,29.0,575.0,1.0,1.0,627.0,8.0,1.3,2012
Еврейская автономная область,28.6,68.6,13.3,80.0,23.0,24341.0,23.0,24.0,769.0,0.0,0.0,642.0,10.0,1.6,2013
Еврейская автономная область,31.7,62.1,15.4,75.0,26.0,23049.0,25.0,31.0,943.0,1.0,1.0,651.0,8.0,1.2,2014
Еврейская автономная область,28.9,58.7,14.8,75.0,25.0,23665.0,24.0,26.0,1182.0,1.0,1.0,630.0,4.0,0.6,2015
Еврейская автономная область,73.9,39.3,18.7,100.0,31.0,,,,,,,605.0,8.0,1.3,2016
Еврейская автономная область,44.0,89.7,22.5,100.0,37.0,,,,,,,600.0,5.0,0.8,2017
Еврейская автономная область,57.9,87.4,18.6,50.0,30.0,,,,,,,579.0,6.0,1.0,2018
Еврейская автономная область,64.8,83.4,26.3,71.4,42.0,46017.0,60.0,60.0,711.0,1.0,1.0,602.0,6.0,1.0,2019
Забайкальский край,30.6,80.5,38.9,86.9,428.0,277940.0,418.0,850.0,13215.0,10.0,15.0,6386.0,88.0,1.4,2012
Забайкальский край,37.5,78.9,38.9,94.6,426.0,283316.0,417.0,595.0,11978.0,9.0,11.0,5762.0,77.0,1.3,2013
Забайкальский край,44.2,83.4,34.3,94.0,373.0,255440.0,354.0,504.0,11733.0,19.0,24.0,5677.0,66.0,1.2,2014
Забайкальский край,43.0,83.4,40.5,95.3,440.0,242440.0,429.0,582.0,11311.0,11.0,13.0,5289.0,64.0,1.2,2015
Забайкальский край,86.6,54.2,37.2,93.5,403.0,,,,,,,5468.0,61.0,1.1,2016
Забайкальский край,47.5,96.5,38.7,91.6,418.0,,,,,,,5567.0,62.0,1.1,2017
Забайкальский край,57.2,84.2,46.4,92.8,496.0,,,,,,,5352.0,59.0,1.1,2018
Забайкальский край,73.6,84.6,43.4,95.2,463.0,274526.0,459.0,555.0,9944.0,4.0,4.0,5396.0,65.0,1.2,2019
Ивановская область,30.5,78.2,61.9,89.2,652.0,193750.0,626.0,1048.0,5610.0,10.0,24.0,5533.0,67.0,1.2,2012
Ивановская область,36.7,68.5,58.2,94.0,610.0,203983.0,586.0,982.0,6359.0,5.0,15.0,4929.0,57.0,1.2,2013
Ивановская область,44.5,66.1,62.3,92.1,646.0,183326.0,634.0,1152.0,7974.0,12.0,210.0,4996.0,42.0,0.8,2014
Ивановская область,49.4,67.3,61.7,90.9,640.0,185033.0,630.0,1382.0,8949.0,11.0,45.0,4506.0,40.0,0.9,2015
Ивановская область,72.4,52.8,40.4,95.2,416.0,,,,,,,4479.0,39.0,0.9,2016
Ивановская область,58.0,93.4,62.3,90.8,637.0,,,,,,,4445.0,38.0,0.9,2017
Ивановская область,64.6,75.4,69.4,92.4,701.0,,,,,,,4444.0,34.0,0.8,2018
Ивановская область,73.5,77.4,72.8,96.2,731.0,253872.0,639.0,1429.0,7514.0,6.0,23.0,4402.0,35.0,0.8,2019
Иркутская область,23.4,56.2,135.5,76.5,3286.0,448800.0,4033.0,6741.0,27084.0,30.0,83.0,12436.0,119.0,1.0,2012
Иркутская область,27.9,56.2,134.6,74.9,3260.0,442737.0,3329.0,5874.0,24719.0,36.0,79.0,11623.0,104.0,0.9,2013
Иркутская область,30.6,57.2,149.2,79.5,3602.0,477703.0,3568.0,7209.0,27934.0,75.0,176.0,11828.0,97.0,0.8,2014
Иркутская область,34.2,60.3,148.4,84.7,3583.0,532981.0,3828.0,8394.0,45395.0,89.0,231.0,10980.0,99.0,0.9,2015
Иркутская область,63.8,38.2,145.8,85.4,3517.0,,,,,,,11286.0,106.0,0.9,2016
Иркутская область,57.4,73.0,172.3,92.8,4150.0,,,,,,,11561.0,102.0,0.9,2017
Иркутская область,66.0,41.4,200.9,93.1,4823.0,,,,,,,11673.0,99.0,0.8,2018
Иркутская область,67.8,86.0,130.1,94.6,3120.0,798094.0,3471.0,6933.0,44459.0,31.0,55.0,11724.0,105.0,0.9,2019
Кабардино-Балкарская Республика,22.4,93.9,8.4,100.0,72.0,143365.0,57.0,57.0,2157.0,2.0,2.0,3794.0,34.0,0.9,2012
Кабардино-Балкарская Республика,32.4,88.6,10.7,90.9,92.0,135565.0,82.0,82.0,2581.0,0.0,0.0,3832.0,49.0,1.3,2013
Кабардино-Балкарская Республика,33.1,88.4,8.4,92.3,72.0,87512.0,69.0,69.0,3022.0,3.0,3.0,3954.0,52.0,1.3,2014
Кабардино-Балкарская Республика,36.4,86.2,16.5,84.2,142.0,128297.0,135.0,135.0,4905.0,9.0,9.0,3768.0,51.0,1.4,2015
Кабардино-Балкарская Республика,91.6,48.0,14.3,71.4,123.0,,,,,,,3900.0,49.0,1.3,2016
Кабардино-Балкарская Республика,56.0,87.8,20.9,81.3,181.0,,,,,,,3916.0,46.0,1.2,2017
Кабардино-Балкарская Республика,61.5,55.3,27.9,61.5,242.0,,,,,,,3927.0,51.0,1.3,2018
